energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode,artist,track_name,popularity,success
0.768,0.195,118.961,0.0373,0.0412,0.000785,4,0.848,6,176767,-5.386,0.777,0,Regard,Secrets,88,1
0.622,0.161,83.147,0.0449,0.193,0.000232,4,0.453,11,219192,-7.947,0.268,1,Erin,Yhtenä sunnuntaina,62,1
0.848,0.491,128.036,0.0282,0.0518,0.0,4,0.741,0,164407,-3.64,0.885,1,Lauana Prado,Viva Voz - Ao Vivo,79,1
0.5,0.098,92.976,0.0861,0.0122,7.73e-05,4,0.865,5,183520,-10.805,0.317,1,Bad Bunny,MÁS DE UNA CITA,79,1
0.427,0.21,76.469,0.0317,0.0546,5.83e-06,4,0.598,7,175721,-8.764,0.0605,0,Travis Scott,HIGHEST IN THE ROOM,90,1
0.906,0.102,162.028,0.0625,0.0406,0.000697,4,0.681,1,198519,-4.721,0.884,0,Ilian,24/7,37,1
0.837,0.0756,98.017,0.0517,0.263,1.82e-06,4,0.639,9,195582,-4.632,0.717,0,Buray,Deli Kız,62,1
0.857,0.0695,122.728,0.301,0.013,0.00534,5,0.641,1,157733,-5.725,0.961,0,J Balvin,Amarillo,86,1
0.715,0.0624,153.89,0.0458,0.592,0.0,4,0.547,8,204156,-3.334,0.585,1,高爾宣 OSN,Without You - Acoustic Version,63,1
0.672,0.412,126.057,0.44,0.377,4.94e-06,4,0.659,11,195100,-9.895,0.387,1,Victor Leksell,Om igen,67,1
0.521,0.183,88.032,0.13,0.269,0.000316,4,0.756,6,167625,-10.153,0.548,1,Kube,100,63,1
0.575,0.0885,111.881,0.0573,0.604,0.0,4,0.459,3,215107,-4.858,0.183,1,Lewis Capaldi,Before You Go,84,1
0.516,0.0861,112.937,0.0321,0.268,0.000637,4,0.811,0,207289,-6.96,0.451,0,andreas odbjerg,føler mig selv 100,58,1
0.677,0.078,170.06,0.216,0.277,0.000151,4,0.802,8,194824,-4.7,0.87,1,Nublu,für Oksana,48,1
0.767,0.185,121.063,0.0262,0.0602,0.0,4,0.668,7,187653,-5.285,0.705,0,JVG,Ikuinen vappu,57,1
0.643,0.0818,88.204,0.121,0.0401,0.0,4,0.445,11,182708,-7.473,0.513,0,Miss Li,Lev nu dö sen,69,1
0.527,0.108,114.008,0.0447,0.227,3.82e-06,4,0.798,5,166173,-7.671,0.548,0,Miksu / Macloud,XXL,80,1
0.918,0.982,157.925,0.334,0.342,0.0,4,0.394,7,158969,-2.657,0.588,1,Zé Neto & Cristiano,Barzinho Aleatório - Ao Vivo,80,1
0.624,0.118,117.049,0.0596,0.729,0.0202,4,0.799,1,147821,-8.845,0.107,0,Julinho Ksd,Conclusão,59,1
0.559,0.16,91.81,0.0794,0.331,0.0,4,0.632,11,150026,-6.74,0.674,0,Giulia Be,menina solta,78,1
0.409,0.0958,159.826,0.0306,0.716,0.0,4,0.427,5,283184,-10.06,0.37,1,Sammi Cheng,我們都是這樣長大的,51,1
0.411,0.135,115.024,0.0282,0.43,1.52e-06,4,0.68,11,211671,-10.319,0.251,0,BEHM,Hei rakas,61,1
0.513,0.15,159.995,0.0416,0.611,0.0,4,0.484,0,183340,-7.424,0.383,0,sanah,Melodia,65,1
0.502,0.109,161.082,0.0639,0.453,0.0,4,0.648,0,145738,-11.761,0.348,0,Ringnes-Ronny,Karl Johan,66,1
0.756,0.95,153.992,0.238,0.447,0.0,4,0.543,11,193670,-3.755,0.569,0,Felipe Araújo,Mentira - Ao Vivo,60,1
0.656,0.114,99.981,0.031,0.723,0.0689,4,0.781,8,216000,-5.862,0.548,1,音阙诗听,芒种,65,1
0.729,0.349,113.013,0.0883,0.167,1.39e-06,4,0.73,4,221820,-3.434,0.467,0,Dua Lipa,Break My Heart,89,1
0.44,0.105,180.044,0.0284,0.843,0.0,4,0.358,3,207854,-7.563,0.195,1,DI-RECT,Soldier On,70,1
0.562,0.148,172.094,0.105,0.125,4.96e-06,4,0.805,7,184255,-3.117,0.767,0,Sech,Relación,86,1
0.385,0.0948,169.98,0.0391,0.841,0.0,4,0.537,3,215333,-6.216,0.554,1,Miriam Yeung,可惜我是水瓶座,55,1
0.388,0.106,110.004,0.0382,0.0583,0.000229,4,0.915,6,212727,-5.587,0.76,1,Nerieš,Viac,55,1
0.852,0.111,129.972,0.0565,0.334,0.0,4,0.843,10,213692,-3.816,0.845,0,AJ Tracey,West Ten,79,1
0.669,0.755,93.016,0.0692,0.0349,0.0,4,0.487,8,200740,-8.087,0.347,0,Elastinen,Epäröimättä hetkeekään,61,1
0.617,0.0862,91.005,0.0834,0.104,0.00208,4,0.852,8,223480,-5.251,0.793,1,Feid,BORRAXXA,68,1
0.772,0.0957,100.103,0.133,0.224,0.0,4,0.698,1,255450,-3.936,0.284,1,Chema Rivas,Mil Tequilas,78,1
0.605,0.214,127.004,0.36,0.153,0.0,4,0.931,7,217562,-6.615,0.601,1,Mac Tyer,Moto,69,1
0.47,0.0823,103.048,0.0282,0.318,0.000511,4,0.645,1,211477,-9.044,0.405,0,BEHM,Tivolit,61,1
0.615,0.654,111.039,0.132,0.061,0.0,4,0.813,10,231067,-5.624,0.321,0,Ty Dolla $ign,"Ego Death (feat. Kanye West, FKA twigs & Skrillex)",85,1
0.559,0.352,125.023,0.0323,0.314,0.0992,4,0.835,2,179520,-9.852,0.509,0,Intelligency,August,67,1
0.469,0.0978,122.439,0.0292,0.715,0.0,4,0.433,1,257927,-7.677,0.232,1,AGA,See You Next Time,50,1
0.728,0.653,99.971,0.115,0.0924,0.0,4,0.746,11,187637,-5.244,0.27,0,Veysel Mutlu,Yana Yana,70,1
0.623,0.0925,89.937,0.0331,0.538,7.28e-05,4,0.532,5,261923,-9.208,0.403,1,Taylor Swift,august,87,1
0.556,0.0916,99.965,0.0403,0.19,0.0,4,0.729,1,158400,-6.588,0.645,1,Jessica Shy,Rožė,42,1
0.707,0.166,142.103,0.341,0.0819,0.0,4,0.556,11,184225,-4.326,0.476,1,Oki,SIRI,62,1
0.477,0.114,159.819,0.0307,0.643,0.0,4,0.439,10,287307,-5.638,0.535,1,Eric Chou,"你,好不好? - Ending Theme Song of TVBS Series ""Life List""",65,1
0.844,0.102,146.967,0.0457,0.0137,0.000658,4,0.647,0,193829,-3.756,0.746,1,Dua Lipa,Physical,83,1
0.57,0.101,140.003,0.15,0.137,0.0,4,0.793,1,215948,-8.852,0.655,1,Booba,JAUNÉ,77,1
0.788,0.0656,101.951,0.0807,0.051,0.0,4,0.829,1,202353,-5.276,0.398,1,Mad Clip,Fimi,63,1
0.666,0.0981,90.008,0.0324,0.146,0.000912,4,0.747,5,258667,-6.395,0.731,1,YOASOBI,たぶん,66,1
0.742,0.147,139.901,0.274,0.358,0.000223,4,0.794,5,147429,-5.326,0.334,0,SNIK,Drip,50,1
0.796,0.354,102.006,0.0344,0.19,0.0606,4,0.731,9,205466,-5.098,0.933,0,Hindia,Secukupnya,72,1
0.492,0.131,87.996,0.0504,0.681,0.00436,4,0.666,7,214500,-8.214,0.683,0,Hoang Thuy Linh,Em Day Chang Phai Thuy Kieu,54,1
0.639,0.102,89.994,0.0648,0.515,0.0,4,0.708,5,166000,-4.173,0.293,1,高爾宣 OSN,最後一次,61,1
0.565,0.112,194.034,0.307,0.0627,0.00222,4,0.534,8,193360,-7.546,0.529,0,Apache 207,Boot,58,1
0.345,0.182,92.502,0.029,0.744,6.01e-06,4,0.336,5,277267,-6.456,0.0756,0,KALEO,Vor í Vaglaskógi,58,1
0.386,0.109,120.227,0.381,0.0399,0.0,5,0.599,8,144686,-8.626,0.268,1,Jonna Fraser,Fya,51,1
0.724,0.4,143.91,0.327,0.198,0.0,4,0.811,8,148747,-6.312,0.692,1,Bialas,W Imię Ojca Trapu,64,1
0.539,0.146,62.922,0.322,0.542,0.000292,4,0.58,1,282621,-8.893,0.243,0,Scriptonite,Положение,61,1
0.828,0.34,159.934,0.456,0.523,0.0,4,0.687,6,301573,-7.911,0.0999,0,Mata,100 dni do matury,67,1
0.436,0.113,123.003,0.456,0.0747,0.0,4,0.94,0,128781,-10.112,0.29,1,Rakhim,Fendi,62,1
0.639,0.157,94.018,0.119,0.625,2.07e-06,4,0.721,8,176885,-8.18,0.575,0,Marko Glass,Savana,48,1
0.474,0.106,179.914,0.0295,0.768,0.0,3,0.406,6,178520,-6.349,0.206,1,LEE HI,HOLO,72,1
0.839,0.268,147.883,0.106,0.292,0.0,4,0.616,2,210080,-2.895,0.348,1,Gusttavo Lima,Saudade Sua,79,1
0.739,0.139,98.091,0.207,0.541,0.0,4,0.664,9,284000,-7.207,0.438,0,Quebonafide,BUBBLETEA,72,1
0.539,0.0691,86.005,0.0246,0.0143,0.0,4,0.543,7,232060,-6.411,0.298,1,Grettiskórinn,Lífið er yndislegt,39,1
0.561,0.109,86.805,0.455,0.347,1.3e-06,4,0.663,11,321620,-5.682,0.685,1,שם טוב האבי,עם אחד,47,1
0.446,0.146,111.903,0.0294,0.757,0.000764,4,0.529,11,246964,-9.167,0.14,1,Mahen,Pura Pura Lupa,73,1
0.291,0.113,96.058,0.0277,0.303,0.0,4,0.703,11,218406,-7.109,0.449,1,Juicy Luicy,Tanpa Tergesa,68,1
0.531,0.24,135.906,0.0359,0.0708,8.54e-05,4,0.605,8,260000,-7.24,0.389,1,Wan Thanakrit,ยิ่งใกล้ยิ่งไม่รู้จัก,62,1
0.632,0.123,120.156,0.338,0.228,2.91e-06,4,0.668,1,202372,-6.611,0.363,1,שם טוב האבי,האזרח הקטן,50,1
0.449,0.18,108.043,0.323,0.185,0.00616,4,0.963,1,207827,-8.701,0.337,0,Young T & Bugsey,Don't Rush (feat. Headie One),73,1
0.563,0.134,140.037,0.114,0.583,2.58e-06,4,0.838,9,184707,-6.415,0.764,0,Gaia,Chega,75,1
0.74,0.2,150.118,0.0355,0.126,0.0,4,0.706,8,196653,-7.375,0.558,0,Bramsito,Criminel,61,1
0.728,0.329,156.396,0.0623,0.329,1.85e-05,4,0.384,7,287374,-6.503,0.311,0,Ved Sharma,"Malang (Title Track) [From ""Malang - Unleash The Madness""]",70,1
0.537,0.3,127.962,0.0343,0.675,3.92e-05,4,0.659,11,300001,-9.644,0.398,1,Guyon Waton,Perlahan,73,1
0.706,0.119,175.997,0.0539,0.183,0.000228,4,0.528,9,205082,-6.231,0.294,1,Violette Wautier,I’d Do It Again,65,1
0.809,0.291,119.944,0.0658,0.0954,0.0,4,0.762,0,154333,-6.155,0.367,1,Rolf Sanchez,Más Más Más,61,1
0.738,0.171,111.962,0.0432,0.35,0.0,4,0.623,5,195422,-7.362,0.67,1,Ingó Veðurguð,Í kvöld er gigg,50,1
0.419,0.0927,136.14,0.0328,0.732,0.0,4,0.524,0,231786,-9.41,0.294,1,Shiga Lin,"小謊言 - 劇集 ""那些我愛過的人” 主題曲",54,1
0.299,0.102,166.018,0.247,0.459,0.00225,4,0.738,2,185000,-13.289,0.334,1,Ian,Nefiu,50,1
0.699,0.114,141.916,0.0471,0.655,1.68e-05,4,0.592,3,237258,-8.995,0.506,1,Taylor Swift,mad woman,85,1
0.547,0.0654,112.999,0.0499,0.0442,0.0589,4,0.846,1,356814,-13.986,0.599,1,Kabza De Small,Masupa,45,1
0.569,0.164,94.037,0.24,0.1,1.04e-06,4,0.882,0,227234,-7.27,0.644,1,ADF Samski,1000 Tranen (feat. Hef & Kevin),63,1
0.535,0.25,75.009,0.0407,0.0308,3.73e-06,4,0.667,8,221053,-7.714,0.547,1,Singapūras Satīns,Blingi,44,1
0.604,0.135,125.991,0.235,0.354,0.0,4,0.756,6,340107,-8.77,0.215,0,Mata,GOMBAO 33,67,1
0.771,0.1,102.952,0.0538,0.0469,0.0,4,0.78,6,149126,-4.99,0.355,0,Boro Boro,Nena (feat. Geolier & Andry The Hitmaker),76,1
0.425,0.251,122.013,0.056,0.681,0.0,4,0.732,1,177041,-12.599,0.664,1,Marko Glass,Dior,51,1
0.421,0.102,138.013,0.0344,0.136,0.000112,4,0.536,11,160974,-11.907,0.534,0,MEYOU,ภาวนา,63,1
0.524,0.0827,110.011,0.151,0.0852,0.0,4,0.92,7,212360,-5.963,0.556,1,Kontrafakt,J Lo,52,1
0.774,0.364,187.922,0.0412,0.00368,0.0,3,0.483,8,242553,-3.886,0.443,1,Kryštof,Hvězdáři,52,1
0.662,0.109,147.922,0.0413,0.467,0.0023,4,0.686,7,230999,-8.505,0.706,1,Taylor Swift,the last great american dynasty,88,1
0.56,0.134,163.071,0.261,0.057,0.0,4,0.8,5,200221,-4.818,0.45,0,DJ Khaled,POPSTAR (feat. Drake),90,1
0.936,0.336,149.954,0.0701,0.0585,0.0,4,0.574,2,202395,-3.185,0.792,1,Official HIGE DANdism,ノーダウト,72,1
0.668,0.096,128.096,0.221,0.423,1.85e-06,4,0.86,7,240000,-8.512,0.237,1,Niko B,Who's That What's That,74,1
0.846,0.084,144.479,0.174,0.0883,0.0,4,0.666,1,166388,-3.654,0.782,1,Jorge & Mateus,Ranking,81,1
0.643,0.0833,117.985,0.0452,0.105,0.00141,4,0.974,9,252680,-8.857,0.967,0,L.A.B.,In the Air,66,1
0.252,0.0875,139.688,0.2,0.959,0.0,4,0.598,4,260571,-9.411,0.662,0,Domingues,Fica,61,1
0.169,0.0909,87.003,0.0324,0.76,0.0,4,0.586,2,196583,-15.515,0.197,1,Emman,Teka Lang,75,1
0.732,0.0643,105.031,0.176,0.545,0.0,4,0.786,4,162013,-6.254,0.447,0,Maes,Distant,71,1
0.762,0.162,99.981,0.0569,0.501,0.00117,4,0.821,11,178045,-3.276,0.645,0,Mahmood,Dorado (feat. Sfera Ebbasta & Feid),74,1
0.779,0.111,99.97,0.0438,0.259,0.0,4,0.701,8,195262,-6.559,0.53,1,Juno,Huonompi mies (feat. Miro Miikael),40,1
0.575,0.193,84.055,0.219,0.39,0.000882,4,0.502,0,255607,-6.571,0.178,1,Max Korzh,2 типа людей,61,1
0.645,0.0992,174.038,0.274,0.0917,0.0,4,0.818,9,161653,-5.325,0.868,0,Dennis DJ,Te Prometo,80,1
0.724,0.0506,95.003,0.0498,0.119,2.09e-05,4,0.746,10,202105,-3.976,0.596,0,Sơn Tùng M-TP,CÓ CHẮC YÊU LÀ ĐÂY,66,1
0.708,0.324,93.021,0.0937,0.0325,0.000327,4,0.733,6,186427,-4.957,0.694,1,Myke Towers,Girl,79,1
0.745,0.0907,106.094,0.0286,0.0452,0.0,4,0.545,2,306627,-3.098,0.413,1,Aimyon,マリーゴールド,71,1
0.71,0.243,86.458,0.0616,0.143,0.0,4,0.813,4,123316,-5.994,0.311,0,KESI,Niveauer,48,1
0.407,0.101,96.025,0.398,0.0493,1.8e-05,4,0.891,11,150674,-12.882,0.273,0,OG Version,YES,46,1
0.812,0.184,171.96,0.154,0.223,0.0,4,0.618,6,260349,-7.281,0.63,0,Singapūras Satīns,Piededzini Mann,41,1
0.664,0.0978,115.022,0.0382,0.116,0.0,4,0.803,0,207228,-6.89,0.593,0,Eliad,מסע,56,1
0.676,0.104,102.115,0.0826,0.702,5.34e-06,4,0.735,8,203749,-6.381,0.331,1,Keko Salata,100%,61,1
0.684,0.169,172.648,0.239,0.111,8.89e-05,4,0.476,11,178960,-7.804,0.529,0,SNIK,Senorita,56,1
0.811,0.0689,125.028,0.0414,0.194,0.0,4,0.83,5,187103,-7.056,0.829,0,Kali,Tam gdzie wy (Pepsi Taste The Beat),63,1
0.485,0.166,111.943,0.1,0.124,1.34e-06,4,0.841,4,130714,-12.808,0.725,0,Bilal Wahib,Tigers,78,1
0.638,0.104,124.039,0.0622,0.0848,0.0,4,0.771,8,174291,-5.342,0.591,1,Fred De Palma,Una volta ancora (feat. Ana Mena),74,1
0.693,0.0872,175.994,0.298,0.102,2.61e-06,4,0.747,1,189567,-2.97,0.736,0,Arcangel,Sigues Con El - Remix,83,1
0.745,0.255,128.972,0.0621,0.238,2.06e-06,4,0.667,9,199027,-2.96,0.482,0,Hwa Sa,Maria,54,1
0.795,0.128,127.974,0.203,0.0136,0.0,4,0.678,5,219840,-7.98,0.21,0,5MIINUST,Trenažöör,41,1
0.622,0.141,99.973,0.12,0.25,0.0,4,0.793,2,175200,-8.654,0.362,1,Sin Laurent,Pistoli,62,1
0.848,0.343,79.936,0.0483,0.0201,2.19e-06,4,0.508,2,192290,-4.282,0.853,1,Męskie Granie Orkiestra 2020,"Świt (feat. Daria Zawiałow, KRÓL & Igo)",63,1
0.492,0.323,144.511,0.295,0.603,0.0,4,0.483,0,188213,-6.591,0.66,0,Camilo,El Mismo Aire - con Pablo Alborán,85,1
0.697,0.103,100.002,0.126,0.544,0.0,4,0.758,7,181000,-7.37,0.525,0,DJ Stephan,Eros,48,1
0.699,0.12,97.013,0.0511,0.479,0.000294,4,0.752,2,191553,-4.394,0.607,1,Boza,Maldito Tiempo,29,1
0.479,0.164,130.013,0.0484,0.675,0.0,4,0.758,9,203750,-8.669,0.57,0,Nikos Vertis,Si on n'aime qu'une fois / I Leksi S' Agapo,57,1
0.75,0.107,97.035,0.114,0.425,0.000156,4,0.771,4,252429,-6.195,0.643,0,Zehra,Cennetten Çiçek,70,1
0.643,0.12,115.029,0.0368,0.267,1.29e-06,4,0.748,3,247818,-8.302,0.648,1,Helgi Björnsson,Það bera sig allir vel,48,1
0.382,0.128,87.029,0.0466,0.585,0.0,4,0.718,7,200992,-8.237,0.499,1,Rochak Kohli,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",69,1
0.783,0.114,94.003,0.22,0.0715,1.94e-05,4,0.751,7,189739,-5.926,0.379,1,Kontra K,Tiefschwarz (feat. Samra),81,1
0.799,0.15,103.014,0.0261,0.0128,0.0,4,0.606,9,232907,-4.452,0.638,1,PUBLIC,Make You Mine,84,1
0.543,0.0713,86.991,0.0573,0.193,0.0069,4,0.68,10,181379,-11.323,0.754,0,İkiye On Kala,Kafamda kentsel dönüşümler,69,1
0.428,0.0859,73.044,0.131,0.658,0.0,4,0.658,0,230415,-10.058,0.221,1,KESI,Om Igen (feat. Noah Carter),45,1
0.867,0.83,81.023,0.176,0.471,0.0,4,0.61,9,180346,-3.94,0.717,1,João Bosco & Vinicius,Segunda Taça - Ao Vivo,78,1
0.675,0.121,129.978,0.0323,0.00688,4.39e-06,4,0.773,4,151392,-4.995,0.113,0,LOLO,ALL MY LOVE (feat. ATYPISK),65,1
0.82,0.19,172.012,0.0561,0.445,1.02e-05,4,0.602,6,227162,-6.398,0.434,1,Berkay,Kırgınım Ona,67,1
0.762,0.0919,167.936,0.298,0.0756,9.84e-06,4,0.503,11,202733,-4.263,0.598,1,Greeicy,Los Besos,77,1
0.598,0.0856,172.245,0.17,0.193,8.02e-05,4,0.663,11,150720,-4.042,0.4,1,J Balvin,Rojo,83,1
0.678,0.134,91.985,0.0735,0.582,2.22e-06,4,0.696,4,219202,-5.893,0.346,0,Trueno,Mamichula - con Nicki Nicole,84,1
0.573,0.132,114.957,0.081,0.547,0.0,5,0.565,3,149335,-6.629,0.211,0,Kidda,Malli,70,1
0.59,0.156,139.994,0.297,0.343,0.000973,4,0.909,5,121714,-6.369,0.336,0,Elanur,Sakin,67,1
0.683,0.398,139.984,0.0885,0.132,1.99e-06,4,0.852,2,192891,-6.895,0.444,1,Billy Sio,Iced Out,57,1
0.522,0.0685,89.96,0.0575,0.533,0.0,4,0.755,2,157560,-4.368,0.925,1,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,83,1
0.472,0.34,96.063,0.0408,0.532,0.0,4,0.858,11,207500,-6.633,0.813,1,Singto Numchok,"มันดีกว่าที่คิด (จาก ""ละคร อกเกือบหักแอบรักคุณสามี"")",63,1
0.921,0.159,123.988,0.0424,0.0946,1.9e-05,4,0.697,5,190955,-4.283,0.722,1,Joel Corry,Lonely,80,1
0.511,0.344,142.01,0.283,0.169,0.0,4,0.742,11,137500,-8.35,0.795,0,Ego,Trollin,51,1
0.542,0.0877,135.14,0.293,0.135,0.0,4,0.926,1,181929,-5.064,0.564,1,Lil Baby,We Paid (feat. 42 Dugg),87,1
0.363,0.147,113.96,0.0289,0.7,0.000109,4,0.657,2,295790,-9.852,0.201,1,Chillies,Mascara,60,1
0.425,0.0658,151.851,0.0353,0.236,0.0,4,0.591,5,185825,-7.729,0.334,1,estraden,Aldrig mer vara du,67,1
0.625,0.386,122.03,0.14,0.289,1.2e-06,4,0.929,1,156493,-5.728,0.578,1,Boomdabash,Karaoke,83,1
0.771,0.102,99.048,0.0483,0.0237,7e-06,4,0.676,8,207133,-3.675,0.569,1,Harry Styles,Adore You,88,1
0.52,0.12,139.961,0.128,0.115,0.00541,4,0.66,4,207429,-7.442,0.207,0,Max Korzh,Малый повзрослел,62,1
0.553,0.106,125.912,0.403,0.671,0.0,4,0.629,7,216162,-5.162,0.544,0,Earth Patravee,หวง (You're Mine),63,1
0.69,0.184,107.944,0.25,0.162,0.0,3,0.804,5,173941,-4.502,0.516,1,Refew,Dobrej den,55,1
0.445,0.118,147.986,0.0253,0.363,9.2e-05,4,0.628,2,291892,-7.657,0.114,1,Gavin D,A Rocket to the Moon,63,1
0.625,0.129,142.948,0.0314,0.0417,0.0,4,0.706,0,242181,-7.426,0.225,1,Juice WRLD,Righteous,88,1
0.524,0.157,175.562,0.103,0.607,0.0,4,0.397,3,218854,-5.846,0.343,1,Drax Project,Catching Feelings (feat. SIX60),71,1
0.554,0.132,99.034,0.0383,0.207,0.0,4,0.774,0,162547,-7.909,0.349,1,Lil Mosey,Blueberry Faygo,88,1
0.658,0.247,139.917,0.057,0.233,0.0883,4,0.795,7,167108,-6.896,0.786,0,Noa Kirel,פאוץ',53,1
0.592,0.187,129.942,0.0437,0.683,0.0,4,0.706,4,298615,-8.224,0.528,1,Zommarie,รางวัลปลอบใจ,62,1
0.39,0.109,114.914,0.0544,0.651,0.0,4,0.743,8,200348,-11.299,0.25,1,Elaine,You're the One,56,1
0.764,0.227,80.037,0.0664,0.45,0.0,4,0.685,9,177000,-4.503,0.315,1,Emanuele Aloia,Il bacio di Klimt,77,1
0.359,0.0884,117.829,0.0925,0.744,0.0,5,0.532,1,188240,-10.362,0.363,1,Danny Saucedo,Ere bara jag,46,1
0.806,0.0936,195.967,0.21,0.122,0.0,4,0.6,5,253469,-5.759,0.542,0,Galena,100 zhivota,47,1
0.482,0.125,120.07,0.0549,0.00163,0.000122,4,0.698,5,194683,-11.084,0.392,0,Küberünnak & Karmo,Lämmi,43,1
0.672,0.0561,94.998,0.156,0.0208,0.0,4,0.78,10,155468,-7.868,0.754,0,Giusy & Elettra,LA ISLA,72,1
0.578,0.102,131.999,0.0783,0.0739,0.0903,4,0.885,5,178933,-7.416,0.388,0,Pashanim,Airwaves,83,1
0.788,0.519,100.033,0.19,0.0336,0.0,4,0.786,11,146043,-5.03,0.617,1,Boro Purvi,Вивалди,45,1
0.506,0.261,101.964,0.246,0.787,2.19e-06,4,0.728,11,231423,-6.575,0.283,1,KESI,Snak Lidt Med Mig,47,1
0.876,0.071,171.912,0.209,0.365,0.0,4,0.484,6,206512,-4.817,0.755,1,SNIK,Online,56,1
0.847,0.126,91.064,0.312,0.119,0.0,4,0.707,1,344730,-4.588,0.638,1,Massaka,Katliam 4,68,1
0.657,0.12,76.993,0.293,0.11,4.18e-06,4,0.745,2,177482,-5.918,0.373,1,Kizo,Driftem,63,1
0.925,0.289,126.096,0.0774,0.015,0.0,4,0.672,5,197209,-4.517,0.447,0,Nathan Dawe,Flowers (feat. Jaykae),76,1
0.684,0.726,150.029,0.0716,0.39,1.03e-05,4,0.7,0,194307,-7.111,0.655,1,White 2115,Morgan,69,1
0.542,0.117,167.823,0.193,0.0903,0.0,4,0.795,6,232653,-8.106,0.55,0,Feid,PORFA,80,1
0.529,0.0634,105.021,0.135,0.157,0.000142,4,0.908,6,248500,-7.032,0.743,1,Farruko,Loco - Remix,81,1
0.827,0.321,117.977,0.0617,0.0485,3.61e-05,4,0.715,4,185277,-5.09,0.75,0,Jonas Brothers,X (with KAROL G),82,1
0.709,0.0923,169.976,0.051,0.275,0.0,4,0.538,0,286832,-6.318,0.423,1,Nine Chen,天黑請閉眼 feat. 邱鋒澤,60,1
0.592,0.111,100.022,0.0349,0.0147,0.0,4,0.755,4,185707,-6.705,0.446,0,Citybois,Sol Over København (feat. KESI),62,1
0.783,0.101,102.04,0.163,0.382,0.000102,4,0.881,8,155293,-3.07,0.545,0,SNIK,Millionaire,61,1
0.804,0.136,95.006,0.0607,0.246,6.64e-06,4,0.769,5,181298,-3.497,0.516,0,Sima,Toto Leto,54,1
0.692,0.153,159.966,0.0457,0.328,0.0,5,0.685,2,240051,-5.122,0.578,1,Juice WRLD,Robbery,87,1
0.528,0.104,157.001,0.175,0.141,0.000362,4,0.826,9,183839,-9.221,0.318,1,Ufo361,Shit Changed,78,1
0.721,0.111,132.304,0.0761,0.256,0.0,4,0.729,10,211227,-5.83,0.537,0,Maes,Dybala,74,1
0.519,0.0869,144.63,0.0314,0.219,3.18e-06,4,0.25,0,255492,-6.39,0.113,1,Pamungkas,One Only,73,1
0.558,0.0545,125.87,0.0455,0.331,0.0,4,0.691,6,172076,-6.64,0.905,1,Mc Don Juan,Vai Ter Que Aguentar,80,1
0.443,0.101,97.194,0.0329,0.73,0.0,4,0.724,7,177791,-3.743,0.763,1,Camilo,La Mitad,80,1
0.617,0.2,104.057,0.158,0.172,1.08e-06,4,0.869,11,125818,-6.301,0.683,0,RH,600 Heste,62,1
0.845,0.087,165.111,0.184,0.0471,0.0,4,0.681,5,131378,-3.884,0.774,0,Ego,Doug Demuro,53,1
0.792,0.558,168.149,0.0424,0.196,0.0,4,0.539,3,169467,-6.236,0.773,1,TIX,Nå Koser Vi Oss,70,1
0.674,0.496,139.924,0.0598,0.329,0.0,4,0.713,5,168150,-5.722,0.783,0,ATYPISK,Fra Start,60,1
0.856,0.264,143.987,0.109,0.259,0.0,4,0.76,10,151882,-4.841,0.711,0,Lukas Leon,KATO (feat. Nelli Matula),60,1
0.876,0.408,148.273,0.0679,0.00396,0.0,4,0.573,7,163707,-8.107,0.892,1,DIVOKEJ BILL,Plakala,52,1
0.814,0.172,136.01,0.0732,0.102,0.000417,4,0.696,11,173382,-5.771,0.602,0,Villemdrillem,niiea,49,1
0.433,0.133,127.513,0.0501,0.746,0.0,4,0.583,10,215625,-8.309,0.22,0,Hanan Ben Ari,אלוף העולם,55,1
0.631,0.436,106.999,0.049,0.494,9.42e-06,4,0.879,10,182125,-4.338,0.656,1,Morvasu,Melbourne,63,1
0.644,0.161,126.035,0.224,0.0469,0.0,4,0.904,9,165909,-6.468,0.513,1,Murda,Made In Turkey,60,1
0.407,0.0887,133.842,0.0406,0.744,0.0,4,0.329,2,232000,-8.858,0.244,1,Lyodra,Mengapa Kita #terlanjurmencinta,72,1
0.732,0.13,90.038,0.051,0.489,0.0,4,0.758,5,185333,-5.511,0.924,0,Rashid,Pipa Voada (feat. Emicida),77,1
0.676,0.327,209.976,0.196,0.0569,0.0,4,0.462,6,140387,-3.941,0.833,0,Kapitán Demo,Zlatíčka,53,1
0.521,0.692,108.236,0.114,0.066,6.3e-05,4,0.918,1,178004,-7.824,0.309,1,andrei,Go Gettas,57,1
0.815,0.0761,106.018,0.131,0.0652,3.77e-06,4,0.696,5,220175,-6.966,0.71,0,KESI,Baku (feat. ICEKIID),48,1
0.747,0.279,94.519,0.0351,0.0901,0.0,4,0.525,0,180893,-4.298,0.354,1,Laleh,Vatten,47,1
0.622,0.102,90.022,0.113,0.493,0.0,4,0.706,7,153560,-6.032,0.615,1,KHEA,Dónde Estás,76,1
0.678,0.0945,139.974,0.0304,0.0511,0.00169,4,0.604,4,207938,-7.331,0.721,1,Pamungkas,Kenangan Manis,71,1
